curriculum,qualification_responsible_position,name_responsible,degree_reponsible,program_responsible,institute_responsible,year_graduate_responsible
15. วท.บ.เทคโนโลยีการเกษตร,ผู้ช่วยศาสตราจารย์,ดร.อรประภา เทพศิลปวิสุทธิ์,M.Sc.,Bioresources Science,"Mie University, Japan",2552
15. วท.บ.เทคโนโลยีการเกษตร,ผู้ช่วยศาสตราจารย์,ดร.อรประภา เทพศิลปวิสุทธิ์,วท.บ.,เทคโนโลยีการเกษตร,มหาวิทยาลัยธรรมศาสตร์,2548
15. วท.บ.เทคโนโลยีการเกษตร,ผู้ช่วยศาสตราจารย์,ดร.วิลาวรรณ์ เชือบุญ,วท.ด.,โรคพืช,มหาวิทยาลัยเกษตรศาสตร์,2557
15. วท.บ.เทคโนโลยีการเกษตร,ผู้ช่วยศาสตราจารย์,ดร.วิลาวรรณ์ เชือบุญ,วท.ม.,เกษตรศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,2551
15. วท.บ.เทคโนโลยีการเกษตร,ผู้ช่วยศาสตราจารย์,ดร.วิลาวรรณ์ เชือบุญ,วท.บ.,เกษตรศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,2548
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.ยงศักดิ์ ขจรผดุงกิตติ,Ph.D.,Agricultural Science,"University of Tsukuba, Japan",2546
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.ยงศักดิ์ ขจรผดุงกิตติ,M.Sc.,Environmental Science,"University of Tsukuba, Japan",2535
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.ยงศักดิ์ ขจรผดุงกิตติ,B.Sc.,Biology,"University of Tsukuba, Japan",2533
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.สุเปญญา จิตตพันธ์,ปร.ด.,ชีววิทยา,มหาวิทยาลัยสงขลานครินทร์,2547
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.สุเปญญา จิตตพันธ์,วท.บ.,ชีววิทยา,มหาวิทยาลัยสงขลานครินทร์,2540
12. วท.บ.เทคโนโลยีชีวภาพ,อาจารย์,ดร.ธีรวัฒนา ภาระมาตย์,วท.ด.,เทคโนโลยีชีวภาพ,จุฬาลงกรณ์มหาวิทยาลัย,2556
12. วท.บ.เทคโนโลยีชีวภาพ,อาจารย์,ดร.ธีรวัฒนา ภาระมาตย์,วท.ม.,เทคโนโลยีชีวภาพ,จุฬาลงกรณ์มหาวิทยาลัย,2540
12. วท.บ.เทคโนโลยีชีวภาพ,อาจารย์,ดร.ธีรวัฒนา ภาระมาตย์,วท.บ.,ชีววิทยา,มหาวิทยาลัยรามคําแหง,2530
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.บุปผา เพชรรัตน์,ปร.ด.,ชีววิทยา,มหาวิทยาลัยสงขลานครินทร์,2559
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.บุปผา เพชรรัตน์,วท.ม.,นิเวศวิทยา (นานาชาติ),มหาวิทยาลัยสงขลานครินทร์,2554
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.บุปผา เพชรรัตน์,วท.บ.,ชีววิทยา,มหาวิทยาลัยสงขลานครินทร์,2549
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.ศรีสุดา ปัณณานุสรณ์,Ph.D.,Medical Science,"Karolinska Institutet, Sweden",2556
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.ศรีสุดา ปัณณานุสรณ์,วท.ม.,จุลชีววิทยา,มหาวิทยาลัยมหิดล,2547
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.ศรีสุดา ปัณณานุสรณ์,วท.บ.,เทคโนโลยีชีวภาพ,มหาวิทยาลัยธรรมศาสตร์,2544
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.เทพปัญญา เจริญรัตน์,ปร.ด.,เทคโนโลยีชีวภาพ,มหาวิทยาลัยเทคโนโลยีสุรนารีRoyal,2549
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.เทพปัญญา เจริญรัตน์,LicentiateofEngineering,Biotechnology,"Institute of Technology (KTH),Kingdom of Sweden",2548
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.เทพปัญญา เจริญรัตน์,วท.ม.,เทคโนโลยีชีวภาพ,มหาวิทยาลัยเกษตรศาสตร์,2545
12. วท.บ.เทคโนโลยีชีวภาพ,ผู้ช่วยศาสตราจารย์,ดร.เทพปัญญา เจริญรัตน์,วท.บ.,เทคโนโลยีชีวภาพ,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2542
